c,x,y,w,h,d,t
4,0,0,0,0,2020-03-03,00:24:17.757031
4,0,0,0,0,2020-03-03,00:24:21.356398
4,0,0,0,0,2020-03-03,00:24:21.451145
4,0,0,0,0,2020-03-03,00:24:21.534921
4,42,36,63,63,2020-03-03,00:24:21.619695
4,52,37,54,54,2020-03-03,00:24:21.710451
4,0,0,0,0,2020-03-03,00:24:21.804203
4,0,0,0,0,2020-03-03,00:24:21.887983
4,0,0,0,0,2020-03-03,00:24:21.962776
4,0,0,0,0,2020-03-03,00:24:22.043581
4,0,0,0,0,2020-03-03,00:24:22.117363
4,0,0,0,0,2020-03-03,00:24:22.235047
4,47,38,58,58,2020-03-03,00:24:22.337773
4,0,0,0,0,2020-03-03,00:24:22.411576
4,0,0,0,0,2020-03-03,00:24:22.494353
4,55,43,49,49,2020-03-03,00:24:22.573143
4,49,41,59,59,2020-03-03,00:24:22.677864
4,0,0,0,0,2020-03-03,00:24:22.762636
4,0,0,0,0,2020-03-03,00:24:22.843419
4,0,0,0,0,2020-03-03,00:24:22.921212
4,51,41,59,59,2020-03-03,00:24:23.003998
4,4,30,44,44,2020-03-03,00:24:23.102732
4,0,0,0,0,2020-03-03,00:24:23.184517
4,58,42,64,64,2020-03-03,00:24:23.341089
4,15,35,48,48,2020-03-03,00:24:23.341089
4,0,0,0,0,2020-03-03,00:24:23.474745
4,0,0,0,0,2020-03-03,00:24:23.578455
4,46,39,68,68,2020-03-03,00:24:23.688159
4,0,0,0,0,2020-03-03,00:24:23.819814
4,58,40,65,65,2020-03-03,00:24:23.927520
4,58,38,68,68,2020-03-03,00:24:24.044212
4,48,32,71,71,2020-03-03,00:24:24.158901
4,52,37,68,68,2020-03-03,00:24:24.307503
4,0,0,0,0,2020-03-03,00:24:24.317476
4,0,0,0,0,2020-03-03,00:24:24.422198
4,0,0,0,0,2020-03-03,00:24:24.574788
4,0,0,0,0,2020-03-03,00:24:24.699458
4,0,0,0,0,2020-03-03,00:24:24.784227
4,50,32,64,64,2020-03-03,00:24:24.887950
4,50,33,70,70,2020-03-03,00:24:24.993668
4,0,0,0,0,2020-03-03,00:24:25.118334
4,0,0,0,0,2020-03-03,00:24:25.197123
4,0,0,0,0,2020-03-03,00:24:26.903557
4,54,42,56,56,2020-03-03,00:24:26.996310
4,47,33,67,67,2020-03-03,00:24:27.100031
4,0,0,0,0,2020-03-03,00:24:27.175829
4,0,0,0,0,2020-03-03,00:24:27.255615
4,54,42,64,64,2020-03-03,00:24:27.370308
4,61,56,30,30,2020-03-03,00:24:27.461068
4,53,32,78,78,2020-03-03,00:24:27.559803
4,0,0,0,0,2020-03-03,00:24:27.627620
4,0,0,0,0,2020-03-03,00:24:27.717381
4,0,0,0,0,2020-03-03,00:24:27.811129
4,0,0,0,0,2020-03-03,00:24:27.897899
4,0,0,0,0,2020-03-03,00:24:27.977684
4,62,56,30,30,2020-03-03,00:24:28.057468
4,54,42,55,55,2020-03-03,00:24:28.057468
4,55,78,23,23,2020-03-03,00:24:28.129277
4,0,0,0,0,2020-03-03,00:24:28.221035
4,0,0,0,0,2020-03-03,00:24:28.355673
4,0,0,0,0,2020-03-03,00:24:28.425484
4,61,55,29,29,2020-03-03,00:24:28.501282
4,0,0,0,0,2020-03-03,00:24:28.580074
4,60,54,30,30,2020-03-03,00:24:28.679805
4,65,60,25,25,2020-03-03,00:24:28.764581
4,62,56,30,30,2020-03-03,00:24:28.838390
4,63,52,32,32,2020-03-03,00:24:28.924151
4,0,0,0,0,2020-03-03,00:24:29.004937
4,59,81,22,22,2020-03-03,00:24:29.092715
4,62,52,38,38,2020-03-03,00:24:29.092715
4,0,0,0,0,2020-03-03,00:24:29.167505
4,0,0,0,0,2020-03-03,00:24:29.270226
4,64,55,30,30,2020-03-03,00:24:29.353005
4,64,53,29,29,2020-03-03,00:24:29.442763
4,0,0,0,0,2020-03-03,00:24:29.538508
4,0,0,0,0,2020-03-03,00:24:29.636246
4,51,48,28,28,2020-03-03,00:24:29.742960
4,0,0,0,0,2020-03-03,00:24:29.859648
4,0,0,0,0,2020-03-03,00:24:29.972347
4,0,0,0,0,2020-03-03,00:24:30.076073
4,0,0,0,0,2020-03-03,00:24:30.189765
4,0,0,0,0,2020-03-03,00:24:30.310442
4,0,0,0,0,2020-03-03,00:24:30.433115
4,0,0,0,0,2020-03-03,00:24:30.591691
4,0,0,0,0,2020-03-03,00:24:30.708380
4,0,0,0,0,2020-03-03,00:24:30.813098
4,0,0,0,0,2020-03-03,00:24:30.921810
4,0,0,0,0,2020-03-03,00:24:31.035509
4,0,0,0,0,2020-03-03,00:24:31.140223
4,0,0,0,0,2020-03-03,00:24:31.231977
4,0,0,0,0,2020-03-03,00:24:31.322738
4,0,0,0,0,2020-03-03,00:24:31.420472
4,0,0,0,0,2020-03-03,00:24:31.511230
4,0,0,0,0,2020-03-03,00:24:31.589021
4,0,0,0,0,2020-03-03,00:24:31.671802
4,0,0,0,0,2020-03-03,00:24:31.775522
4,0,0,0,0,2020-03-03,00:24:31.874258
4,0,0,0,0,2020-03-03,00:24:31.954047
4,0,0,0,0,2020-03-03,00:24:32.024858
4,0,0,0,0,2020-03-03,00:24:32.096664
4,0,0,0,0,2020-03-03,00:24:32.171463
4,0,0,0,0,2020-03-03,00:24:32.270203
4,0,0,0,0,2020-03-03,00:24:32.341008
4,0,0,0,0,2020-03-03,00:24:32.409825
4,0,0,0,0,2020-03-03,00:24:32.497590
4,0,0,0,0,2020-03-03,00:24:32.567403
4,0,0,0,0,2020-03-03,00:24:32.663157
4,0,0,0,0,2020-03-03,00:24:32.788814
4,0,0,0,0,2020-03-03,00:24:32.873586
4,0,0,0,0,2020-03-03,00:24:32.949517
4,0,0,0,0,2020-03-03,00:24:33.025179
4,0,0,0,0,2020-03-03,00:24:33.122918
4,0,0,0,0,2020-03-03,00:24:33.207691
4,59,86,20,20,2020-03-03,00:24:33.302439
4,0,0,0,0,2020-03-03,00:24:33.380242
4,0,0,0,0,2020-03-03,00:24:33.480960
4,0,0,0,0,2020-03-03,00:24:33.567728
4,0,0,0,0,2020-03-03,00:24:33.643524
4,0,0,0,0,2020-03-03,00:24:33.722313
4,0,0,0,0,2020-03-03,00:24:33.854960
4,0,0,0,0,2020-03-03,00:24:33.931753
4,0,0,0,0,2020-03-03,00:24:34.017523
4,0,0,0,0,2020-03-03,00:24:34.098308
4,0,0,0,0,2020-03-03,00:24:34.181087
4,0,0,0,0,2020-03-03,00:24:34.261870
4,0,0,0,0,2020-03-03,00:24:34.349635
4,0,0,0,0,2020-03-03,00:24:34.438397
4,0,0,0,0,2020-03-03,00:24:34.521177
4,0,0,0,0,2020-03-03,00:24:34.601960
4,0,0,0,0,2020-03-03,00:24:34.688727
4,0,0,0,0,2020-03-03,00:24:34.759538
4,108,54,21,21,2020-03-03,00:24:34.884205
4,0,0,0,0,2020-03-03,00:24:34.964991
4,36,52,23,23,2020-03-03,00:24:35.062731
4,0,0,0,0,2020-03-03,00:24:35.151489
4,0,0,0,0,2020-03-03,00:24:35.231276
4,0,0,0,0,2020-03-03,00:24:35.335000
4,0,0,0,0,2020-03-03,00:24:35.424761
4,0,0,0,0,2020-03-03,00:24:35.516515
4,0,0,0,0,2020-03-03,00:24:35.603282
4,0,0,0,0,2020-03-03,00:24:35.691046
4,0,0,0,0,2020-03-03,00:24:35.783804
4,0,0,0,0,2020-03-03,00:24:35.890512
4,0,0,0,0,2020-03-03,00:24:36.019169
4,0,0,0,0,2020-03-03,00:24:36.117914
4,0,0,0,0,2020-03-03,00:24:36.234594
4,0,0,0,0,2020-03-03,00:24:36.346297
4,0,0,0,0,2020-03-03,00:24:36.455008
4,0,0,0,0,2020-03-03,00:24:36.566704
4,0,0,0,0,2020-03-03,00:24:36.694363
4,0,0,0,0,2020-03-03,00:24:36.810053
4,0,0,0,0,2020-03-03,00:24:36.916774
4,0,0,0,0,2020-03-03,00:24:37.039438
4,0,0,0,0,2020-03-03,00:24:37.158121
4,0,0,0,0,2020-03-03,00:24:37.267831
4,0,0,0,0,2020-03-03,00:24:37.443358
4,0,0,0,0,2020-03-03,00:24:37.555061
4,0,0,0,0,2020-03-03,00:24:37.657785
4,0,0,0,0,2020-03-03,00:24:37.838301
4,0,0,0,0,2020-03-03,00:24:37.923074
4,0,0,0,0,2020-03-03,00:24:38.839622
4,0,0,0,0,2020-03-03,00:24:39.781116
4,0,0,0,0,2020-03-03,00:24:39.867871
4,4,30,51,51,2020-03-03,00:24:39.941674
4,13,41,43,43,2020-03-03,00:24:40.029439
4,12,23,58,58,2020-03-03,00:24:41.324973
4,7,32,48,48,2020-03-03,00:24:41.415732
4,6,30,55,55,2020-03-03,00:24:41.969252
4,8,33,54,54,2020-03-03,00:24:42.046045
4,3,33,52,52,2020-03-03,00:24:42.136802
4,5,33,53,53,2020-03-03,00:24:42.261468
4,8,34,53,53,2020-03-03,00:24:42.364193
4,6,28,56,56,2020-03-03,00:24:42.449963
4,3,25,59,59,2020-03-03,00:24:43.186993
4,8,31,55,55,2020-03-03,00:24:43.479210
4,0,0,0,0,2020-03-03,00:24:43.572961
4,0,0,0,0,2020-03-03,00:24:43.667705
4,0,0,0,0,2020-03-03,00:24:43.767443
4,0,0,0,0,2020-03-03,00:24:43.885124
4,0,0,0,0,2020-03-03,00:24:44.007808
4,0,0,0,0,2020-03-03,00:24:44.097555
4,0,0,0,0,2020-03-03,00:24:44.177343
4,0,0,0,0,2020-03-03,00:24:44.274085
4,0,0,0,0,2020-03-03,00:24:44.355864
4,0,0,0,0,2020-03-03,00:24:44.435650
4,41,56,24,24,2020-03-03,00:24:44.519426
4,0,0,0,0,2020-03-03,00:24:44.589240
4,0,0,0,0,2020-03-03,00:24:44.686978
4,0,0,0,0,2020-03-03,00:24:44.757789
4,0,0,0,0,2020-03-03,00:24:44.845554
4,0,0,0,0,2020-03-03,00:24:44.925341
4,64,96,22,22,2020-03-03,00:24:45.062973
4,71,107,22,22,2020-03-03,00:24:45.137773
4,0,0,0,0,2020-03-03,00:24:45.221547
4,73,109,23,23,2020-03-03,00:24:45.312311
4,0,0,0,0,2020-03-03,00:24:45.395086
4,0,0,0,0,2020-03-03,00:24:45.512769
4,0,0,0,0,2020-03-03,00:24:45.601531
4,0,0,0,0,2020-03-03,00:24:45.682316
4,0,0,0,0,2020-03-03,00:24:45.773073
4,0,0,0,0,2020-03-03,00:24:45.883780
4,0,0,0,0,2020-03-03,00:24:45.974541
4,0,0,0,0,2020-03-03,00:24:46.063296
4,0,0,0,0,2020-03-03,00:24:46.179983
4,0,0,0,0,2020-03-03,00:24:46.285705
4,0,0,0,0,2020-03-03,00:24:46.369476
4,0,0,0,0,2020-03-03,00:24:46.446272
4,193,100,26,26,2020-03-03,00:24:46.532042
4,0,0,0,0,2020-03-03,00:24:46.636763
4,0,0,0,0,2020-03-03,00:24:46.737492
4,199,99,28,28,2020-03-03,00:24:46.833236
4,198,98,25,25,2020-03-03,00:24:46.920005
4,142,73,49,49,2020-03-03,00:24:47.017742
4,142,70,56,56,2020-03-03,00:24:47.112491
4,196,100,25,25,2020-03-03,00:24:47.112491
4,146,75,54,54,2020-03-03,00:24:47.271066
4,192,99,28,28,2020-03-03,00:24:47.271066
4,131,69,54,54,2020-03-03,00:24:47.449586
4,177,88,34,34,2020-03-03,00:24:47.449586
4,178,89,29,29,2020-03-03,00:24:47.538349
4,139,70,50,50,2020-03-03,00:24:47.538349
4,166,80,29,29,2020-03-03,00:24:48.057965
4,0,0,0,0,2020-03-03,00:24:48.280367
4,223,112,38,38,2020-03-03,00:24:48.397052
4,0,0,0,0,2020-03-03,00:24:48.515734
4,225,121,30,30,2020-03-03,00:24:48.652370
4,0,0,0,0,2020-03-03,00:24:48.767061
4,0,0,0,0,2020-03-03,00:24:48.943594
4,69,81,82,82,2020-03-03,00:24:49.185941
4,68,94,64,64,2020-03-03,00:24:49.318587
4,0,0,0,0,2020-03-03,00:24:49.485141
4,0,0,0,0,2020-03-03,00:24:49.627762
4,0,0,0,0,2020-03-03,00:24:49.764397
4,0,0,0,0,2020-03-03,00:24:49.928958
4,57,82,48,48,2020-03-03,00:24:50.083540
4,0,0,0,0,2020-03-03,00:24:50.251091
4,50,73,60,60,2020-03-03,00:24:50.345838
4,0,0,0,0,2020-03-03,00:24:50.441584
4,57,72,43,43,2020-03-03,00:24:50.549307
4,72,103,29,29,2020-03-03,00:24:50.726820
4,84,70,33,33,2020-03-03,00:24:50.726820
4,75,102,22,22,2020-03-03,00:24:50.829556
4,0,0,0,0,2020-03-03,00:24:50.920301
4,0,0,0,0,2020-03-03,00:24:51.007069
4,0,0,0,0,2020-03-03,00:24:51.094840
4,0,0,0,0,2020-03-03,00:24:51.181602
4,0,0,0,0,2020-03-03,00:24:51.272360
4,0,0,0,0,2020-03-03,00:24:51.354141
4,0,0,0,0,2020-03-03,00:24:51.462848
4,0,0,0,0,2020-03-03,00:24:51.549617
4,0,0,0,0,2020-03-03,00:24:51.650357
4,0,0,0,0,2020-03-03,00:24:51.774018
4,0,0,0,0,2020-03-03,00:24:51.873750
4,0,0,0,0,2020-03-03,00:24:51.962513
4,0,0,0,0,2020-03-03,00:24:52.040306
4,0,0,0,0,2020-03-03,00:24:52.138043
4,0,0,0,0,2020-03-03,00:24:52.218830
4,0,0,0,0,2020-03-03,00:24:52.309584
4,0,0,0,0,2020-03-03,00:24:52.382389
4,0,0,0,0,2020-03-03,00:24:52.465169
4,0,0,0,0,2020-03-03,00:24:52.546954
4,0,0,0,0,2020-03-03,00:24:52.644687
4,0,0,0,0,2020-03-03,00:24:52.719487
4,0,0,0,0,2020-03-03,00:24:53.016691
4,0,0,0,0,2020-03-03,00:24:53.097476
4,61,47,31,31,2020-03-03,00:24:53.168287
4,0,0,0,0,2020-03-03,00:24:53.254059
4,0,0,0,0,2020-03-03,00:24:53.337835
4,0,0,0,0,2020-03-03,00:24:53.443550
4,0,0,0,0,2020-03-03,00:24:53.533311
4,0,0,0,0,2020-03-03,00:24:53.631050
4,0,0,0,0,2020-03-03,00:24:53.707844
4,61,49,27,27,2020-03-03,00:24:53.798601
4,58,46,27,27,2020-03-03,00:24:53.888360
4,0,0,0,0,2020-03-03,00:24:53.996072
4,0,0,0,0,2020-03-03,00:24:54.140686
4,0,0,0,0,2020-03-03,00:24:54.253383
4,61,49,28,28,2020-03-03,00:24:54.363091
4,60,50,29,29,2020-03-03,00:24:54.463821
4,0,0,0,0,2020-03-03,00:24:54.566546
4,0,0,0,0,2020-03-03,00:24:54.693206
4,0,0,0,0,2020-03-03,00:24:54.791945
4,0,0,0,0,2020-03-03,00:24:54.872728
4,0,0,0,0,2020-03-03,00:24:54.962486
4,0,0,0,0,2020-03-03,00:24:55.068204
4,0,0,0,0,2020-03-03,00:24:55.161953
4,0,0,0,0,2020-03-03,00:24:55.239750
4,170,29,25,25,2020-03-03,15:24:37.260327
4,78,111,22,22,2020-03-03,15:24:37.610420
4,0,0,0,0,2020-03-03,15:24:37.693172
4,38,70,24,24,2020-03-03,15:24:37.837399
4,77,106,23,23,2020-03-03,15:24:37.837399
4,43,72,23,23,2020-03-03,15:24:37.918082
4,98,99,27,27,2020-03-03,15:24:38.028985
4,72,97,24,24,2020-03-03,15:24:38.105779
4,98,96,25,25,2020-03-03,15:24:38.105779
4,96,98,22,22,2020-03-03,15:24:38.187887
4,72,98,24,24,2020-03-03,15:24:38.187887
4,0,0,0,0,2020-03-03,15:24:38.359405
4,70,102,22,22,2020-03-03,15:24:38.962461
4,93,98,25,25,2020-03-03,15:24:38.962461
4,39,68,24,24,2020-03-03,15:24:39.038370
4,79,105,23,23,2020-03-03,15:24:39.038370
4,70,106,22,22,2020-03-03,15:24:39.112290
4,97,104,25,25,2020-03-03,15:24:39.226014
4,122,68,25,25,2020-03-03,15:24:39.307525
4,64,67,26,26,2020-03-03,15:24:39.387167
4,73,109,22,22,2020-03-03,15:24:39.387167
4,67,70,26,26,2020-03-03,15:24:39.498469
4,78,111,23,23,2020-03-03,15:24:39.577775
4,80,108,25,25,2020-03-03,15:24:39.657671
4,104,102,29,29,2020-03-03,15:24:39.657671
4,0,0,0,0,2020-03-03,15:24:39.764388
4,102,109,26,26,2020-03-03,15:24:39.844147
4,0,0,0,0,2020-03-03,15:24:39.942885
4,78,110,24,24,2020-03-03,15:24:40.030649
4,0,0,0,0,2020-03-03,15:24:40.129692
4,78,110,24,24,2020-03-03,15:24:40.219433
4,78,111,23,23,2020-03-03,15:24:40.323155
4,81,111,24,24,2020-03-03,15:24:40.419965
4,80,112,23,23,2020-03-03,15:24:40.506681
4,82,111,24,24,2020-03-03,15:24:40.593551
4,0,0,0,0,2020-03-03,15:24:40.670243
4,0,0,0,0,2020-03-03,15:24:40.745043
4,81,111,22,22,2020-03-03,15:24:40.862728
4,76,108,24,24,2020-03-03,15:24:40.966592
4,81,108,24,24,2020-03-03,15:24:41.050050
4,106,103,26,26,2020-03-03,15:24:41.050050
4,76,110,22,22,2020-03-03,15:24:41.129865
4,79,109,22,22,2020-03-03,15:24:41.251544
4,75,107,23,23,2020-03-03,15:24:41.333291
4,0,0,0,0,2020-03-03,15:24:41.438011
4,0,0,0,0,2020-03-03,15:24:41.515579
4,75,107,23,23,2020-03-03,15:24:41.601376
4,0,0,0,0,2020-03-03,15:24:41.680705
4,75,108,22,22,2020-03-03,15:24:41.765450
4,101,105,24,24,2020-03-03,15:24:41.896709
4,105,106,26,26,2020-03-03,15:24:41.978470
4,79,109,22,22,2020-03-03,15:24:42.069272
4,78,106,24,24,2020-03-03,15:24:42.148041
4,104,100,27,27,2020-03-03,15:24:42.148041
4,0,0,0,0,2020-03-03,15:24:42.254995
4,77,106,22,22,2020-03-03,15:24:42.332336
4,77,109,23,23,2020-03-03,15:24:42.406139
4,103,102,28,28,2020-03-03,15:24:42.484678
4,78,110,22,22,2020-03-03,15:24:42.568452
4,106,110,21,21,2020-03-03,15:24:42.649474
4,79,110,24,24,2020-03-03,15:24:42.649474
4,0,0,0,0,2020-03-03,15:24:42.753425
4,0,0,0,0,2020-03-03,15:24:42.831361
4,0,0,0,0,2020-03-03,15:24:42.911713
4,76,114,22,22,2020-03-03,15:24:42.994484
4,73,108,25,25,2020-03-03,15:24:43.077055
4,0,0,0,0,2020-03-03,15:24:43.161741
4,78,111,22,22,2020-03-03,15:24:43.271667
4,101,101,29,29,2020-03-03,15:24:43.353689
4,0,0,0,0,2020-03-03,15:24:43.433644
4,77,108,24,24,2020-03-03,15:24:43.543352
4,81,112,22,22,2020-03-03,15:24:43.624188
4,79,112,24,24,2020-03-03,15:24:43.707944
